TenantId,SourceSystem,"TimeGenerated [UTC]",ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,"StartTime [UTC]","EndTime [UTC]",Type,"_ResourceId"
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:13.500 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.138.171",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_2ad09df6",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+d7364613-4416-cfa0-2c30-6ef02ad09df6%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:13.590 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"104.238.136.31",,,,,,"192.168.137.88",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"icanhazip.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_128a2517",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+f1b1cc6f-5e79-933e-d69d-8acc128a2517%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.150 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.93",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows Device_3ca1324e",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+1b389faf-1ea3-856b-481d-2dde3ca1324e%29",DeviceUrlPath,Windows,OperatingSystem,"Windows Device",DeviceType,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.232 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.137.253",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_bdbc3f66",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+35fd840d-0a3d-3326-6046-0c9abdbc3f66%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.314 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.137.253",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_3e2ca6fb",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+3b692452-8dd5-f8a1-6124-ac1e3e2ca6fb%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.398 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.92",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_8e309501",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+45a38fa9-94e7-b525-7de0-50dd8e309501%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.482 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.92",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows Device_0399f0c0",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+503eb61a-513b-8f91-535b-60df0399f0c0%29",DeviceUrlPath,Windows,OperatingSystem,"Windows Device",DeviceType,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.565 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"104.238.136.31",,,,,,"192.168.137.88",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"icanhazip.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_ff5463b5",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+62c046ea-14dd-1580-b729-25a5ff5463b5%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.648 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.138.171",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows Device_289831d8",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+664fdef9-830f-149a-8f03-d5c7289831d8%29",DeviceUrlPath,Windows,OperatingSystem,"Windows Device",DeviceType,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.731 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"78.47.139.102",,,,,,"192.168.122.249",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"myexternalip.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_7f2a8208",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+75a4afb7-6103-bee4-8d42-40787f2a8208%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.812 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.127",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_202954ee",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+a14d9a6e-2504-861b-a10c-074e202954ee%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.894 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.8",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windows Device_5c463a4a",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+d3fb90e3-43bc-616e-1c38-067a5c463a4a%29",DeviceUrlPath,Windows,OperatingSystem,"Windows Device",DeviceType,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:14.977 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.93",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_7f8c2c31",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+e77047f2-ec2b-a5d0-d914-b4527f8c2c31%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:15.061 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.93",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_2155ce94",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+f3fcb93d-47ee-fa54-75de-80f42155ce94%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
"2ffa99bd-e154-4d04-bacc-20cffa687439",OpsManager,"9/15/2021, 7:32:15.617 AM",,"Arista Networks","Awake Security","cf94b031-732d-4b6f-2cdb-746c72cd5ebc",1,,,,awake,,,,"188.165.164.184",,,,,,"192.168.122.241",,,,,,,,,,,,"4.1.1","Discovery: Checking External Ip",,272,,,,,,,,,,,,,"ip-addr.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnnamedDevice_87b7d22e",,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,AdditionalDestinationCount,,,"awake-dogfood",Customer,"/app/workbench?view\=activity&endTime\=2021-09-15T06%3A00%3A00Z&startTime\=2021-09-15T05%3A00%3A00Z&sortBy\=activity.start_time%3Aasc&query\=%28activity.threat_behavior%28cf94b031-732d-4b6f-2cdb-746c72cd5ebc%29+%26%26+device.guid+%3D%3D+fb85667f-88f3-889b-f004-36a287b7d22e%29",DeviceUrlPath,,,,,,,,,"2021-09-15T05:00:00Z",StartTime,"2021-09-15T06:00:00Z",EndTime,,,,,,,,,,,,,,CommonSecurityLog,
