TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,Computer,DestinationIP,SourceIP,DeviceVersion,Activity,EventCount,DestinationHostName,SourceHostName,EventType,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,Type,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,Computer,DestinationIP,SourceIP,DeviceVersion,Activity,EventCount,DestinationHostName,SourceHostName,EventType,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,Type,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,Computer,DestinationIP,SourceIP,DeviceVersion,Activity,EventCount,DestinationHostName,SourceHostName,EventType,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,Type,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,Computer,DestinationIP,SourceIP,DeviceVersion,Activity,EventCount,DestinationHostName,SourceHostName,EventType,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,Type,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,Computer,DestinationIP,SourceIP,DeviceVersion,Activity,EventCount,DestinationHostName,SourceHostName,EventType,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,Type,TimeGenerated [UTC],DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,Computer,DestinationIP,SourceIP,DeviceVersion,Activity,EventCount,DestinationHostName,SourceHostName,EventType,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomString1
"9/15/2021, 7:32:13.500 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_2ad09df6,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.500 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_2ad09df6,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.500 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_2ad09df6,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.500 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_2ad09df6,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.500 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_2ad09df6,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.500 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_2ad09df6,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:13.590 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_128a2517,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.590 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_128a2517,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.590 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_128a2517,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.590 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_128a2517,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.590 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_128a2517,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:13.590 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_128a2517,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.150 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.93,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_3ca1324e,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.150 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.93,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_3ca1324e,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.150 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.93,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_3ca1324e,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.150 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.93,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_3ca1324e,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.150 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.93,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_3ca1324e,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.150 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.93,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_3ca1324e,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.232 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_bdbc3f66,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.232 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_bdbc3f66,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.232 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_bdbc3f66,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.232 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_bdbc3f66,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.232 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_bdbc3f66,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.232 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_bdbc3f66,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.314 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_3e2ca6fb,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.314 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_3e2ca6fb,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.314 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_3e2ca6fb,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.314 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_3e2ca6fb,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.314 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_3e2ca6fb,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.314 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.137.253,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_3e2ca6fb,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.398 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_8e309501,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.398 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_8e309501,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.398 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_8e309501,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.398 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_8e309501,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.398 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_8e309501,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.398 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,UnnamedDevice_8e309501,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.482 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_0399f0c0,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.482 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_0399f0c0,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.482 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_0399f0c0,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.482 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_0399f0c0,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.482 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_0399f0c0,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.482 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.122.92,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_0399f0c0,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.565 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_ff5463b5,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.565 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_ff5463b5,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.565 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_ff5463b5,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.565 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_ff5463b5,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.565 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_ff5463b5,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.565 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,104.238.136.31,192.168.137.88,4.1.1,Discovery: Checking External Ip,272,icanhazip.com,UnnamedDevice_ff5463b5,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.648 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_289831d8,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.648 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_289831d8,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.648 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_289831d8,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.648 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_289831d8,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.648 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_289831d8,2,0,AdditionalDestinationCount,awake-dogfood,Customer,Windows,OperatingSystem,Windows Device,DeviceType,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.648 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,188.165.164.184,192.168.138.171,4.1.1,Discovery: Checking External Ip,272,ip-addr.es,Windows Device_289831d8,2,0,AdditionalDestinationCount,awake-dogfood
"9/15/2021, 7:32:14.731 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,78.47.139.102,192.168.122.249,4.1.1,Discovery: Checking External Ip,272,myexternalip.com,UnnamedDevice_7f2a8208,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.731 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,78.47.139.102,192.168.122.249,4.1.1,Discovery: Checking External Ip,272,myexternalip.com,UnnamedDevice_7f2a8208,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.731 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,78.47.139.102,192.168.122.249,4.1.1,Discovery: Checking External Ip,272,myexternalip.com,UnnamedDevice_7f2a8208,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.731 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,78.47.139.102,192.168.122.249,4.1.1,Discovery: Checking External Ip,272,myexternalip.com,UnnamedDevice_7f2a8208,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.731 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,78.47.139.102,192.168.122.249,4.1.1,Discovery: Checking External Ip,272,myexternalip.com,UnnamedDevice_7f2a8208,2,0,AdditionalDestinationCount,awake-dogfood,Customer,,,,,2021-09-15T05:00:00Z,StartTime,2021-09-15T06:00:00Z,EndTime,CommonSecurityLog,"9/15/2021, 7:32:14.731 AM",Arista Networks,Awake Security,cf94b031-732d-4b6f-2cdb-746c72cd5ebc,1,awake,78.47.139.102,192.168.122.249,4.1.1,Discovery: Checking External Ip,272,myexternalip.com,UnnamedDevice_7f2a8208,2,0,AdditionalDestinationCount,awake-dogfood
